0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,1.800000000000000000e+01
1.800000000000000000e+01,4.900000000000000000e+01
2.800000000000000000e+01,6.900000000000000000e+01
3.700000000000000000e+01,8.600000000000000000e+01
4.700000000000000000e+01,1.010000000000000000e+02
5.600000000000000000e+01,1.150000000000000000e+02
6.400000000000000000e+01,1.270000000000000000e+02
7.300000000000000000e+01,1.390000000000000000e+02
8.100000000000000000e+01,1.510000000000000000e+02
8.900000000000000000e+01,1.610000000000000000e+02
9.700000000000000000e+01,1.710000000000000000e+02
1.050000000000000000e+02,1.810000000000000000e+02
1.120000000000000000e+02,1.900000000000000000e+02
1.190000000000000000e+02,1.990000000000000000e+02
1.260000000000000000e+02,2.070000000000000000e+02
1.330000000000000000e+02,2.150000000000000000e+02
1.390000000000000000e+02,2.230000000000000000e+02
1.460000000000000000e+02,2.300000000000000000e+02
1.520000000000000000e+02,2.380000000000000000e+02
1.580000000000000000e+02,2.440000000000000000e+02
1.630000000000000000e+02,2.510000000000000000e+02
1.690000000000000000e+02,2.570000000000000000e+02
1.740000000000000000e+02,2.630000000000000000e+02
1.790000000000000000e+02,2.690000000000000000e+02
1.840000000000000000e+02,2.750000000000000000e+02
1.890000000000000000e+02,2.810000000000000000e+02
1.940000000000000000e+02,2.860000000000000000e+02
1.980000000000000000e+02,2.910000000000000000e+02
2.030000000000000000e+02,2.960000000000000000e+02
2.070000000000000000e+02,3.010000000000000000e+02
2.110000000000000000e+02,3.060000000000000000e+02
2.150000000000000000e+02,3.110000000000000000e+02
2.190000000000000000e+02,3.150000000000000000e+02
2.230000000000000000e+02,3.190000000000000000e+02
2.270000000000000000e+02,3.240000000000000000e+02
2.310000000000000000e+02,3.280000000000000000e+02
2.340000000000000000e+02,3.320000000000000000e+02
2.380000000000000000e+02,3.360000000000000000e+02
2.410000000000000000e+02,3.400000000000000000e+02
2.450000000000000000e+02,3.440000000000000000e+02
2.480000000000000000e+02,3.470000000000000000e+02
2.510000000000000000e+02,3.510000000000000000e+02
2.540000000000000000e+02,3.550000000000000000e+02
2.570000000000000000e+02,3.580000000000000000e+02
2.600000000000000000e+02,3.620000000000000000e+02
2.630000000000000000e+02,3.650000000000000000e+02
