-6.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.300000000000011369e+01,1.794663923097965252e-04,3.218489172371035708e-05,1.709538749999610786e-04
-6.110000000000022169e+01,2.105473470434908109e-03,1.157978940264753310e-04,1.990865511999609892e-03
-5.920000000000032969e+01,8.025883033710174558e-03,3.037566104449783357e-04,7.541066680998590767e-03
-5.730000000000043769e+01,1.938035664668961641e-02,2.558491493128222478e-04,1.890613094399655469e-02
-5.540000000000054570e+01,3.834064951016844663e-02,2.852493516895732487e-04,3.817063186299312488e-02
-5.360000000000064801e+01,6.550998708642996604e-02,3.403690289915686741e-04,6.559710393698829634e-02
-5.190000000000074465e+01,1.036346609685677989e-01,6.979016888331310633e-04,1.013250455279820078e-01
-5.010000000000084697e+01,1.515690760861652386e-01,8.924061149938165459e-04,1.512490475519732980e-01
-4.840000000000094360e+01,2.123689230632714864e-01,7.851014285627291043e-04,2.113892024929627800e-01
-4.680000000000103455e+01,2.854773519865609899e-01,1.389213080437012556e-03,2.808826871489507604e-01
-4.510000000000113118e+01,3.710518900020148281e-01,1.618206083972250015e-03,3.698370037519352893e-01
-4.350000000000122213e+01,4.703226706326781859e-01,2.594944444581634164e-03,4.690974329999180181e-01
-4.200000000000130740e+01,5.846955062909359180e-01,3.591904716818186769e-03,5.769693281248994277e-01
-4.040000000000139835e+01,7.125247244045687101e-01,4.280038826262862715e-03,7.090164312128763857e-01
-3.890000000000148361e+01,8.555298064281318116e-01,7.209430192503830763e-03,8.498163220478521795e-01
-3.740000000000156888e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
