-6.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.150000000000019895e+01,1.340310342924765563e-03,9.174727074605730211e-05,1.367630999999727660e-03
-5.820000000000038654e+01,1.300369555193420755e-02,2.291536998569643256e-04,1.266563069099766597e-02
-5.490000000000057412e+01,4.519585425850940197e-02,6.063839931096451363e-04,4.481453260799195953e-02
-5.180000000000075033e+01,1.059486285625857171e-01,8.638376353184808783e-04,1.037567440989815987e-01
-4.870000000000092655e+01,2.004147896448327804e-01,9.609481339074610632e-04,1.997912357359648283e-01
-4.580000000000109139e+01,3.345001296008258684e-01,1.307185822764511890e-03,3.312302495589419249e-01
-4.300000000000125056e+01,5.078471388104441875e-01,1.966871485846936277e-03,5.034085088749120640e-01
-4.030000000000140403e+01,7.264228349091040871e-01,1.453641992504883709e-03,7.178790346638749265e-01
-3.760000000000155751e+01,9.890678374640193837e-01,1.002968861332710800e-03,9.859661661768286400e-01
