-6.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.450000000000002842e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.410000000000005116e+01,5.972039928542753040e-06,4.917077007111029956e-06,3.241791999998755519e-06
-6.360000000000007958e+01,5.602081602642770695e-05,1.020757016253206658e-05,3.692603699999020124e-05
-6.310000000000010800e+01,1.757531556233981565e-04,2.407220291062319546e-05,1.389918319999678201e-04
-6.260000000000013642e+01,4.127255039846050967e-04,2.372228583959778403e-05,3.474289269999251127e-04
-6.210000000000016485e+01,7.316028168086625158e-04,3.997465005242061789e-05,7.002270719998556110e-04
-6.160000000000019327e+01,1.289722325135559192e-03,5.495759866133492419e-05,1.235376016999752786e-03
-6.110000000000022169e+01,2.060387021511037205e-03,5.981328499945978716e-05,1.990865511999609892e-03
-6.060000000000025011e+01,3.007247450780544187e-03,8.984123189906266548e-05,3.004685306999421539e-03
-6.020000000000027285e+01,4.296499904327965441e-03,1.070530645710392095e-04,4.027268070999232182e-03
-5.970000000000030127e+01,5.857220760971590216e-03,1.156637172024910205e-04,5.601816575998944635e-03
-5.920000000000032969e+01,7.589457117091011340e-03,1.446620554439590400e-04,7.541066680998590767e-03
-5.870000000000035811e+01,9.909328190246594753e-03,1.208919377205519156e-04,9.883008135998168006e-03
-5.830000000000038085e+01,1.251688894006001106e-02,1.646713479707464785e-04,1.207202818399777215e-02
-5.780000000000040927e+01,1.543444287810382710e-02,1.725043848751579487e-04,1.523454823899720798e-02
-5.730000000000043769e+01,1.899255522565873253e-02,2.129265025280361115e-04,1.890613094399655469e-02
-5.690000000000046043e+01,2.283634204481378022e-02,1.892185228907972334e-04,2.223545132799596008e-02
-5.640000000000048885e+01,2.718442494100960574e-02,2.953970574092561457e-04,2.691908097299513039e-02
-5.600000000000051159e+01,3.187128803975151914e-02,3.208414199665550622e-04,3.110727362499438389e-02
-5.550000000000054001e+01,3.750053994230608673e-02,2.378859865375195805e-04,3.692603699999334049e-02
-5.510000000000056275e+01,4.343495878095133406e-02,3.189402233077103009e-04,4.207157135199244419e-02
-5.460000000000059117e+01,4.996164992704278662e-02,4.215584878870268313e-04,4.914855524699118100e-02
-5.420000000000061391e+01,5.668304149647988843e-02,4.007898694860151162e-04,5.534990073099010227e-02
-5.370000000000064233e+01,6.420475704345163237e-02,4.535629989993201355e-04,6.380819193598859240e-02
-5.330000000000066507e+01,7.236629178186806954e-02,5.199158226831620709e-04,7.116381798398732639e-02
-5.280000000000069349e+01,8.169339339553916002e-02,6.854877528420151057e-04,8.112650328898556029e-02
-5.240000000000071623e+01,9.096453444343607919e-02,5.724347605561361111e-04,8.973487933298403274e-02
-5.200000000000073896e+01,1.011055518355158805e-01,7.866588890282539843e-04,9.893164062498245592e-02
-5.150000000000076739e+01,1.120233310722224679e-01,9.285214476541562255e-04,1.112846409999802555e-01
-5.110000000000079012e+01,1.239335830623852913e-01,8.491956673663350087e-04,1.218763859119784410e-01
-5.070000000000081286e+01,1.363631327704526441e-01,7.395160376218951406e-04,1.331197310159764335e-01
-5.020000000000084128e+01,1.491694562707907290e-01,9.533576432789287684e-04,1.481198571709738121e-01
-4.980000000000086402e+01,1.624557931618490769e-01,9.902659802184363060e-04,1.609004195189715769e-01
-4.940000000000088676e+01,1.760850858847275990e-01,1.747694979010089300e-03,1.743957970029691995e-01
-4.900000000000090949e+01,1.918036867890938468e-01,1.290393557036441851e-03,1.886254403749668129e-01
-4.850000000000093792e+01,2.080472673448816590e-01,1.770471178792040875e-03,2.074746879999634364e-01
-4.810000000000096065e+01,2.247206599763853507e-01,1.574355551505546465e-03,2.234275464319607496e-01
-4.770000000000098339e+01,2.410805332271312995e-01,2.325755211012690490e-03,2.401778856959578268e-01
-4.730000000000100613e+01,2.612569058119073029e-01,4.815049462434599359e-03,2.577451565439547454e-01
-4.690000000000102887e+01,2.797810826611198398e-01,3.475127804807845965e-03,2.761488097279515830e-01
-4.650000000000105160e+01,2.996602191562214301e-01,3.307254814571702548e-03,2.954082959999481672e-01
-4.610000000000107434e+01,3.183033717125274831e-01,3.172978638153301379e-03,3.155430661119446589e-01
-4.570000000000109708e+01,3.408346577917779618e-01,6.864572091676976115e-03,3.365725708159409968e-01
-4.530000000000111982e+01,3.618894491000433367e-01,7.511792521956978282e-03,3.585162608639371751e-01
-4.490000000000114255e+01,3.865556263294617767e-01,1.262391482408356351e-02,3.813935870079331880e-01
-4.450000000000116529e+01,4.110264459440384210e-01,7.887013347472757174e-03,4.052239999999290299e-01
-4.410000000000118803e+01,4.418729630375944351e-01,2.019203737052448558e-02,4.300269505919246948e-01
-4.370000000000121076e+01,4.579455808196676858e-01,1.889897920027841863e-02,4.558218895359203993e-01
-4.330000000000123350e+01,4.739346375867753980e-01,2.305875101682396816e-02,4.826282675839157488e-01
-4.290000000000125624e+01,5.287256708801270078e-01,3.179447886601557971e-02,5.104655354879109597e-01
-4.250000000000127898e+01,5.503596242306982855e-01,8.229564408166466227e-02,5.393531439999058597e-01
-4.210000000000130171e+01,5.387941408846581570e-01,1.005260429012274220e-01,5.693105438719007205e-01
-4.170000000000132445e+01,4.825151972210796059e-01,1.576248880794427487e-01,6.003571858558952590e-01
-4.130000000000134719e+01,6.243181818181817722e-01,3.105683326676919043e-01,6.325125207038896358e-01
-4.100000000000136424e+01,5.833333333333332593e-01,3.212080372198105049e-01,6.573683023748855270e-01
-4.060000000000138698e+01,7.500000000000000000e-01,2.738612787525830372e-01,6.915106531068796469e-01
-4.020000000000140972e+01,1.000000000000000000e+00,0.000000000000000000e+00,7.268151862708734923e-01
